ID,Dutch_Orig,English_gloss,High_Language_HL,Contemporary_Equiv_HL,Low_Language_LL,Contemporary_Equiv_LL,Remarks_Split,Remarks_Category,Remarks_Orig,pagenum
242,Ik wil slapen,I want to sleep,ika bahoea,Ik kah ba’ueh.,,,"Kähler: ’Ika’a ba’úehe, literally ‘we are sleeping’, [attested?] ",Rm_Kahler,"Kähler: ’Ika’a ba’úehe, literally ‘we are sleeping’, [attested?] 
ME: Ik kah ba’ueh. ‘We go to sleep’",22
243,Ik wil mij baden,I want to have a bath,ika baikeh,Ik kah babek.,,,ME: Ik kah babek. ‘we go and take a bath’,Rm_Contemporary_Enggano_Translation,"Kähler: ’Ika’a baeke, literally ‘we are bathing’ [check if attested] 
ME: Ik kah babek. ‘we go and take a bath’",22
243,Ik wil mij baden,I want to have a bath,ika baikeh,Ik kah babek.,,,"Kähler: ’Ika’a baeke, literally ‘we are bathing’ [check if attested] ",Rm_Kahler,"Kähler: ’Ika’a baeke, literally ‘we are bathing’ [check if attested] 
ME: Ik kah babek. ‘we go and take a bath’",22
244,Het is warm,it’s hot,mokhoh kehah,—,,,"This expression is not used in ME and not attested in Kähler, but it seems like a compound of moko (ME: mėk) ‘a lot’ and kaha’o (ME: kaha’) ‘day, weather, sun’ = a lot of sun?",Rm_Others,"This expression is not used in ME and not attested in Kähler, but it seems like a compound of moko (ME: mėk) ‘a lot’ and kaha’o (ME: kaha’) ‘day, weather, sun’ = a lot of sun?",22
245,Het is koud,it’s cold,mokhoh hioh,—,,,"This expression is not used in ME and not attested in Kähler, but it seems like a compound of moko (ME: mėk) ‘a lot’ and e’ə ̃́ hə ã (ME: ĩu̇ h) ‘coldness’ = a lot of coldness?",Rm_Others,"This expression is not used in ME and not attested in Kähler, but it seems like a compound of moko (ME: mėk) ‘a lot’ and e’ə ̃́ hə ã (ME: ĩu̇ h) ‘coldness’ = a lot of coldness?",22
246,Geef mij pisang,give me a banana,ano-kiaij-ajoh,—,,,"unclear, but cf. Kähler p. 198 enãkõ ‘ripe (banana)’ + p. 9 kai’ia’ã͜əa ‘will bring down’, so maybe enãkõ kai’ia’ã͜əa means something like ‘bring down a ripe banana’?",Rm_Others,"unclear, but cf. Kähler p. 198 enãkõ ‘ripe (banana)’ + p. 9 kai’ia’ã͜əa ‘will bring down’, so maybe enãkõ kai’ia’ã͜əa means something like ‘bring down a ripe banana’?",22
247,Gaat daar zitten,sit down there,hèhoe djidjah,Hẽk (i)dit!,,,"Kähler: Hẽku itíta!, literally ‘sit there!’",Rm_Kahler,"Kähler: Hẽku itíta!, literally ‘sit there!’",22
248,Zijt niet bang,don’t be scared,iada niekie niekie,—,,,ME: yar yããh ‘jangan takut’,Rm_Contemporary_Enggano_Translation,"Kähler: Yara’a~yada’a (ka)nĩkĩnĩkĩ! ‘Don’t shake/tremble!’ 
ME: yar yããh ‘jangan takut’",22
248,Zijt niet bang,don’t be scared,iada niekie niekie,—,,,Kähler: Yara’a~yada’a (ka)nĩkĩnĩkĩ! ‘Don’t shake/tremble!’ ,Rm_Kahler,"Kähler: Yara’a~yada’a (ka)nĩkĩnĩkĩ! ‘Don’t shake/tremble!’ 
ME: yar yããh ‘jangan takut’",22
249,Raap dat op,pick that up,na-ma-ana,Namna’!,,,ME: Namna’! ‘They take it’,Rm_Contemporary_Enggano_Translation,"Kähler: Na-mã-na’a ‘they take it’, perhaps with da- ‘3PL’ + ba- ‘progressive’ + na’a ‘take’
ME: Namna’! ‘They take it’",22
249,Raap dat op,pick that up,na-ma-ana,Namna’!,,,"Kähler: Na-mã-na’a ‘they take it’, perhaps with da- ‘3PL’ + ba- ‘progressive’ + na’a ‘take’",Rm_Kahler,"Kähler: Na-mã-na’a ‘they take it’, perhaps with da- ‘3PL’ + ba- ‘progressive’ + na’a ‘take’
ME: Namna’! ‘They take it’",22
250,Vaart-wel,be well,wah-dji-eh,(Awa dit ãh!),,,"Kähler: ’Ana ā itíta, literally ‘then go there’, first part unclear, also in ME",Rm_Kahler,"Kähler: ’Ana ā itíta, literally ‘then go there’, first part unclear, also in ME",22
